>contig_10
157598	158632	+	2	1.291654	I:	D:
158685	158765	-	3	1.234989	I:	D:
158926	160411	+	1	1.280364	I:160342,	D:
160419	163814	-	3	1.322947	I:162726,	D:161346,
164172	165098	+	3	1.325823	I:164430,164531,	D:164675,164827,
165323	168545	-	2	1.307362	I:166237,166409,	D:166146,166278,166491,166583,
168753	170451	-	3	1.310976	I:169576,	D:
170582	170686	-	2	1.288411	I:	D:
170702	173159	-	2	1.307503	I:171734,	D:
174025	174642	+	1	1.277856	I:	D:
174644	175918	+	2	1.299565	I:	D:
176218	177813	-	1	1.281461	I:	D:
178538	179755	-	2	1.315286	I:	D:
179756	180256	-	2	1.291574	I:	D:
180481	182658	+	1	1.303727	I:182528,	D:182584,
183142	183912	-	1	1.291138	I:	D:
184238	186492	+	2	1.305718	I:185217,185718,	D:
186535	187671	+	1	1.293850	I:	D:
187675	188463	-	1	1.324012	I:	D:
188550	189361	-	3	1.343337	I:	D:189032,
189387	190981	-	3	1.288264	I:	D:189802,
191230	191679	-	1	1.257197	I:	D:
191763	194905	-	3	1.304191	I:193197,194769,	D:
195100	197371	+	1	1.290625	I:196275,	D:
197387	201149	-	2	1.296579	I:	D:199433,200662,
201173	201970	-	2	1.323463	I:	D:
202022	202513	-	2	1.279117	I:	D:
203186	203308	-	2	1.228886	I:	D:
203397	203867	+	3	1.274859	I:	D:
203871	204891	+	3	1.286061	I:204478,	D:
204948	205028	+	3	1.227669	I:	D:
205081	206115	-	1	1.291261	I:	D:
206637	206957	+	3	1.297112	I:	D:
206968	207945	+	1	1.289822	I:	D:
208007	208576	+	2	1.265588	I:	D:
208594	209701	+	1	1.301418	I:209588,	D:
209768	211058	-	2	1.292280	I:210539,	D:
211499	212271	-	2	1.301952	I:211992,212189,	D:
212302	212800	-	1	1.273745	I:212745,	D:
212963	213158	+	2	1.391207	I:213063,	D:
213196	213776	+	1	1.335300	I:213249,213313,213417,	D:213504,
213827	216324	+	2	1.335931	I:215271,	D:215131,215748,
216426	218367	+	3	1.350584	I:	D:217692,218039,218081,218106,218256,
218546	220046	+	2	1.330326	I:220012,	D:
220051	220713	-	1	1.310427	I:	D:
220772	221566	-	2	1.239986	I:	D:
221640	223066	-	3	1.287507	I:	D:222502,
223185	223655	-	3	1.298187	I:	D:
223731	224615	+	3	1.289327	I:	D:
224617	225598	-	1	1.274451	I:224626,	D:
225647	225867	+	2	1.415396	I:225720,225811,	D:
225957	228001	+	3	1.315739	I:	D:227877,
228918	229205	+	3	1.303422	I:	D:
229221	229796	-	3	1.335033	I:	D:
229880	230198	-	2	1.260963	I:230181,	D:
230248	231992	-	1	1.325260	I:230532,230643,	D:230330,230410,230594,
232034	232828	+	2	1.350826	I:232742,	D:232376,
232846	233445	-	1	1.281776	I:	D:
233515	233816	+	1	1.327017	I:	D:233570,
233852	234925	+	2	1.281665	I:	D:
234928	235800	+	1	1.264508	I:	D:
235804	237288	+	1	1.266456	I:	D:
237519	238281	+	3	1.369693	I:237679,	D:
238357	238470	+	1	1.234104	I:	D:
238615	239934	+	1	1.292536	I:	D:
240016	240258	+	1	1.286773	I:	D:
240279	242291	+	3	1.322591	I:	D:
242563	243945	+	1	1.319949	I:	D:
244142	246055	-	2	1.312117	I:	D:
246463	246754	-	1	1.326769	I:246548,	D:
246858	247031	+	3	1.293454	I:	D:
247128	247968	+	3	1.337027	I:247357,247856,	D:247593,
248017	248260	+	1	1.373835	I:248173,	D:
248276	250387	-	2	1.329468	I:248658,249700,250212,250238,	D:250093,
250914	253161	+	3	1.328183	I:252493,253050,	D:252435,
253212	255026	+	3	1.322178	I:254656,	D:254516,
255040	255532	-	1	1.320684	I:255062,	D:
255655	260014	-	1	1.300970	I:256283,	D:
260104	270711	-	1	1.311458	I:265394,268013,270398,	D:263060,265447,270419,
270820	272355	+	1	1.291226	I:	D:
272657	272833	-	2	1.293969	I:	D:
273040	276059	-	1	1.328847	I:273248,273359,273482,	D:273134,
276225	276668	+	3	1.282180	I:	D:
276767	276973	+	2	1.313130	I:	D:
276994	277359	+	1	1.310292	I:	D:
277372	278271	+	1	1.308277	I:	D:
278352	279949	+	3	1.295278	I:	D:279841,
280607	282149	+	2	1.320691	I:282099,	D:
282167	283147	-	2	1.302108	I:	D:
283276	283479	+	1	1.295306	I:	D:
283518	284312	+	3	1.315108	I:	D:
284396	285971	+	2	1.307298	I:285757,285850,	D:285820,
286028	287390	-	2	1.319949	I:286971,	D:
287596	289869	-	1	1.287412	I:	D:
289884	290156	-	3	1.308477	I:	D:
290169	291455	-	3	1.326261	I:290521,290961,291192,	D:
291607	292848	+	1	1.286088	I:	D:
292854	293686	-	3	1.349527	I:	D:293346,
293728	294470	+	1	1.314758	I:293736,294313,	D:
295310	296335	+	2	1.277383	I:	D:
296539	297470	+	1	1.314244	I:	D:297417,
297472	297854	+	1	1.407996	I:297580,297781,	D:
298359	299105	+	3	1.328851	I:	D:
299113	301703	-	1	1.294129	I:300854,301323,	D:
301716	302099	-	3	1.299112	I:	D:
302278	303189	+	1	1.295106	I:	D:
303199	304519	-	1	1.318938	I:303210,	D:
305057	306183	-	2	1.328648	I:305189,305214,305267,305735,306037,	D:
306293	307125	-	2	1.349527	I:	D:306785,
307146	310794	-	3	1.314678	I:307960,310105,	D:307244,308446,309716,310148,
310984	311307	-	1	1.309007	I:	D:
311424	312044	-	3	1.329928	I:	D:
312578	312754	-	2	1.301005	I:	D:
312969	314351	-	3	1.321344	I:	D:
314613	315493	+	3	1.326663	I:314790,315229,315280,315325,315370,315437,	D:314934,
315638	318615	-	2	1.323227	I:	D:315795,
318724	321687	+	1	1.325382	I:	D:
321783	322362	+	3	1.323637	I:322246,	D:
322930	325725	+	1	1.329175	I:	D:
325780	326424	+	1	1.321200	I:	D:
326533	327297	+	1	1.330543	I:326601,	D:327248,
327460	330413	-	1	1.310126	I:328877,330117,	D:
330466	332388	-	1	1.261408	I:	D:
332475	334247	-	3	1.294587	I:	D:
334397	334597	+	2	1.252160	I:	D:
334623	334898	+	3	1.287827	I:	D:
334955	335836	-	2	1.281694	I:	D:
335873	337995	+	2	1.294608	I:336543,336628,	D:
338290	338491	+	1	1.314763	I:338294,	D:
338600	339690	+	2	1.307931	I:	D:338610,
339865	340851	-	1	1.300796	I:	D:
340970	341692	+	2	1.280465	I:	D:
341938	343218	-	1	1.333077	I:342518,	D:342476,
343277	344041	-	2	1.299899	I:	D:
344092	345140	+	1	1.393570	I:344608,344853,344892,344923,344976,345076,	D:344785,
345423	346546	-	3	1.324642	I:	D:345553,
346687	347139	+	1	1.296668	I:	D:
347461	348405	+	1	1.312193	I:347714,347857,348142,	D:
348619	349893	-	1	1.317588	I:	D:
350029	351495	+	1	1.294509	I:	D:
351574	351866	-	1	1.400798	I:351766,351824,	D:
351922	353088	+	1	1.295441	I:	D:
353180	353383	+	2	1.363308	I:	D:
353417	354063	+	2	1.335043	I:353901,	D:353526,353733,
354093	355351	-	3	1.320219	I:354348,354876,	D:
355352	356294	-	2	1.356248	I:	D:355492,355954,
356353	357209	-	1	1.312603	I:	D:357200,
357238	357387	+	1	1.269703	I:	D:
357499	358331	+	1	1.350607	I:	D:357841,
358424	360377	-	2	1.321087	I:358489,	D:
360505	360918	-	1	1.285225	I:	D:
361003	362037	+	1	1.320326	I:361105,	D:361730,
362042	363898	+	2	1.320130	I:	D:
363902	368114	+	2	1.319104	I:365338,365415,366694,366712,367724,	D:367588,
368177	368509	-	2	1.281056	I:	D:
368611	369063	-	1	1.284690	I:	D:
369109	370581	-	1	1.291293	I:	D:
370979	371110	-	2	1.258146	I:	D:
371282	372535	+	2	1.314860	I:	D:
372635	374017	+	2	1.319716	I:	D:
374054	374572	-	2	1.282085	I:	D:
374585	377299	-	2	1.326649	I:	D:376487,376684,376805,
377404	379021	+	1	1.316067	I:378704,378796,	D:378894,
379036	380128	+	1	1.309929	I:380047,	D:
380655	380777	+	3	1.365427	I:	D:
380798	382989	-	2	1.307260	I:381757,382803,	D:
383316	384792	+	3	1.316117	I:384089,	D:
384900	387275	+	3	1.289547	I:	D:
387502	387999	+	1	1.277333	I:	D:
388065	389228	+	3	1.284465	I:	D:
389299	389593	-	1	1.387333	I:389451,	D:
389601	392719	+	3	1.343510	I:389947,389993,390064,390115,391925,391963,	D:390366,
392722	394001	-	1	1.318226	I:	D:392784,
394043	395706	-	2	1.348904	I:394110,	D:394285,394296,
395924	396421	+	2	1.323127	I:	D:
396666	398152	+	3	1.318582	I:397364,397409,	D:
398179	399216	-	1	1.298258	I:	D:
399266	401842	-	2	1.296715	I:	D:
402086	402404	-	2	1.328226	I:402253,	D:
402408	403120	-	3	1.301498	I:	D:402896,
403279	404159	-	1	1.309952	I:	D:403357,
404165	404845	-	2	1.282085	I:	D:
404965	405177	-	1	1.404158	I:	D:
405219	405584	-	3	1.278890	I:	D:
405706	407373	-	1	1.291934	I:	D:
407382	409316	-	3	1.331064	I:	D:
409501	409987	-	1	1.317871	I:409725,	D:
410022	414173	+	3	1.302782	I:411223,	D:411625,
414447	415829	+	3	1.319716	I:	D:
415854	416735	-	3	1.344252	I:415946,	D:416395,
416814	417443	+	3	1.270237	I:	D:
417471	418491	+	3	1.347069	I:	D:417813,418276,
418726	419919	-	1	1.329412	I:	D:
420155	420627	-	2	1.313389	I:	D:420416,
420881	422481	+	2	1.307070	I:	D:421489,
422493	424269	-	3	1.391892	I:422638,422777,422817,	D:422602,422730,
424276	424567	+	1	1.445535	I:	D:424338,424414,
425049	425846	-	3	1.308120	I:	D:
425853	427103	-	3	1.303855	I:	D:
427152	427334	+	3	1.382681	I:	D:
427383	428454	-	3	1.308387	I:427763,	D:
428529	429251	+	3	1.267803	I:	D:
429259	430285	-	1	1.289405	I:429266,	D:
430419	431071	+	3	1.276942	I:	D:430692,
431138	431956	-	2	1.277770	I:	D:
432018	432172	+	3	1.264903	I:	D:432073,
432359	433375	+	2	1.313795	I:	D:
433445	434638	+	2	1.290009	I:	D:
434684	435090	-	2	1.307664	I:	D:434933,
435106	436140	+	1	1.291654	I:	D:
436193	436273	-	2	1.234989	I:	D:
436437	437687	-	3	1.279911	I:	D:
437768	438037	-	2	1.304525	I:	D:
438089	438814	-	2	1.302234	I:	D:
438870	439856	-	3	1.305959	I:	D:
440222	440857	-	2	1.271682	I:	D:
440987	442051	-	2	1.290265	I:	D:
442089	442997	-	3	1.306069	I:	D:
443093	444295	+	2	1.286002	I:	D:
445254	446318	-	3	1.291622	I:	D:
446415	447003	+	3	1.320848	I:446790,	D:
447051	447290	+	3	1.303630	I:	D:
>contig_2
1	1093	+	1	1.307212	I:829,1031,	D:948,
1470	2082	-	3	1.340879	I:1551,	D:
2083	2238	-	1	1.254658	I:	D:
>contig_23
2	313	+	2	1.349242	I:257,	D:136,
566	5767	+	2	1.357034	I:4886,	D:1660,
>contig_25
146	803	+	2	1.266286	I:150,334,443,618,	D:324,469,628,
829	909	+	1	1.211355	I:	D:
>contig_26
1	174	+	1	1.336311	I:	D:
260	1722	+	2	1.362494	I:	D:932,
1787	2218	+	2	1.297391	I:	D:
>contig_30
2	1042	+	2	1.265567	I:	D:
>contig_31
477	572	-	3	1.193979	I:	D:
958	1294	-	1	1.331340	I:1158,1196,	D:1056,
1921	2016	-	1	1.221301	I:	D:
>contig_32
>contig_33
2	109	+	2	1.376067	I:	D:
131	2372	+	2	1.349626	I:293,	D:
>contig_34
3	1052	-	3	1.344413	I:741,887,	D:274,911,
1154	1255	+	2	1.299652	I:	D:
>contig_35
2	170	+	2	1.412244	I:118,	D:
218	511	-	2	1.317154	I:	D:
801	1334	-	3	1.326256	I:	D:
1497	1703	+	3	1.313082	I:	D:
1868	2062	-	2	1.349964	I:	D:
2078	2289	-	2	1.366649	I:	D:2192,
>contig_36
534	2729	+	3	1.298081	I:	D:
3517	3673	+	1	1.247795	I:3595,	D:
3710	5582	-	2	1.365253	I:5177,5284,5400,	D:3904,5343,
5794	6798	-	1	1.260620	I:	D:
7635	9923	+	3	1.302575	I:9424,	D:8088,
9927	13228	+	3	1.304516	I:	D:11396,
13232	13465	+	2	1.238953	I:	D:
13506	14038	+	3	1.277956	I:	D:13753,
14141	16617	+	2	1.301062	I:	D:15550,
16692	18105	+	3	1.321253	I:17054,	D:
18203	18508	+	2	1.284546	I:	D:
18510	19955	+	3	1.284138	I:19500,	D:19027,
19963	20217	+	1	1.294314	I:	D:
20229	22509	+	3	1.314797	I:	D:20551,21347,
22677	23411	+	3	1.316209	I:	D:
23437	23895	+	1	1.272219	I:	D:
23908	24213	+	1	1.339980	I:	D:
24241	26754	+	1	1.334072	I:25262,25288,	D:24583,25046,
26892	27056	+	3	1.310585	I:	D:
27161	30061	-	2	1.281115	I:	D:
31023	31166	-	3	1.258805	I:	D:
31181	34702	-	2	1.305368	I:34018,	D:34075,
34757	36181	-	2	1.306830	I:	D:
36424	38007	+	1	1.276411	I:	D:
>contig_39
837	959	+	3	1.285646	I:	D:
1108	1436	+	1	1.257354	I:	D:1171,
2017	2248	-	1	1.225747	I:2204,	D:
2506	2784	-	1	1.139522	I:	D:
4359	4436	-	3	1.107825	I:	D:
11452	11529	+	1	1.078559	I:	D:
13105	13383	+	1	1.147813	I:	D:
13640	13919	+	2	1.194137	I:13684,	D:
14157	14707	-	3	1.264267	I:14256,14454,	D:14303,14458,14702,
14719	14961	+	1	1.278886	I:14781,	D:14809,
15039	15272	-	3	1.245839	I:15189,	D:15173,
15276	15611	-	3	1.120456	I:	D:
15654	16016	-	3	1.209249	I:15862,15907,16012,	D:
16789	17110	+	1	1.272931	I:16838,16956,	D:16986,
17125	17381	-	1	1.264192	I:17208,	D:17189,17378,
17811	17981	+	3	1.162343	I:	D:
17983	18110	+	1	1.240160	I:	D:17989,
18121	18890	+	1	1.206397	I:18241,	D:18137,18247,
19173	19331	+	3	1.164247	I:	D:
19865	20173	+	2	1.164283	I:	D:
20339	20704	-	2	1.253032	I:20628,	D:20622,
21061	21601	-	1	1.216425	I:21413,21593,	D:21380,
21639	21801	+	3	1.208841	I:	D:21655,21732,
21904	22023	-	1	1.184383	I:	D:
22049	22666	-	2	1.252313	I:22240,22410,22527,	D:22223,22391,22519,
22788	23106	-	3	1.294944	I:22912,22953,22993,23095,	D:
23142	23364	-	3	1.269088	I:23311,	D:
23466	23625	-	3	1.206551	I:23614,	D:
23631	24171	+	3	1.283236	I:23638,23942,	D:23948,
>contig_6
1	441	+	1	1.250641	I:	D:
>contig_8
2	196	-	2	1.281390	I:	D:
256	3197	+	1	1.317563	I:364,3102,	D:
3248	4630	+	2	1.319716	I:	D:
4699	5737	-	1	1.280963	I:4751,	D:
5862	6773	+	3	1.287999	I:	D:
6874	7971	+	1	1.257320	I:	D:
8004	8476	+	3	1.370106	I:8077,8151,8349,	D:8181,
8514	9008	-	3	1.276666	I:	D:
9129	10305	+	3	1.304169	I:9203,	D:
10656	11828	+	3	1.336971	I:	D:
11843	12895	+	2	1.296746	I:12198,	D:12157,
12898	13796	+	1	1.284441	I:	D:13503,
13798	14622	+	1	1.312322	I:	D:
14626	15263	+	1	1.296711	I:	D:14893,
15303	15917	+	3	1.295170	I:	D:
15932	16789	+	2	1.313696	I:16530,	D:16343,
16803	17479	+	3	1.289476	I:	D:17153,
17486	18019	+	2	1.263359	I:	D:
18036	18761	+	3	1.302126	I:18241,	D:18353,
18778	19323	+	1	1.279407	I:	D:
19329	19700	+	3	1.296450	I:	D:
19713	20225	+	3	1.313738	I:	D:
20229	20699	+	3	1.298458	I:	D:
20703	22669	+	3	1.290741	I:	D:22016,
22729	23097	+	1	1.317051	I:	D:
23122	23508	+	1	1.318942	I:	D:
23530	24597	+	1	1.292587	I:	D:
24605	25407	+	2	1.297277	I:	D:25031,
25449	26009	+	3	1.277497	I:	D:
26018	27547	+	2	1.280608	I:	D:
27557	28051	+	2	1.266148	I:	D:
28058	28702	+	2	1.277664	I:	D:
28774	30054	+	1	1.269065	I:	D:
30082	30417	-	1	1.323840	I:	D:
30513	31247	-	3	1.293287	I:	D:
31442	33034	+	2	1.301671	I:	D:
33177	34061	+	3	1.317287	I:33497,33761,33840,33904,	D:33626,
34219	34326	-	1	1.277838	I:	D:
35221	35301	-	1	1.227115	I:	D:
35601	36365	+	3	1.302279	I:	D:
36381	37931	+	3	1.319642	I:	D:
37933	38845	+	1	1.325129	I:38681,	D:
38997	42505	+	3	1.273203	I:39430,42345,	D:
42645	43577	-	3	1.320219	I:43228,	D:43326,
43827	45425	-	3	1.289856	I:	D:
45596	45749	+	2	1.327928	I:45637,	D:
46230	46452	+	3	1.442040	I:46358,	D:
46636	46812	+	1	1.309017	I:	D:
46988	47113	-	2	1.326682	I:	D:
47162	48535	+	2	1.294864	I:	D:
48541	48933	-	1	1.247925	I:	D:
49003	50014	+	1	1.306810	I:50010,	D:
50019	50930	-	3	1.304073	I:	D:
50945	51605	-	2	1.309619	I:51038,	D:
51752	51910	+	2	1.340374	I:	D:
51983	55235	+	2	1.275883	I:	D:53318,53947,
55251	57704	+	3	1.290067	I:	D:
57717	59598	-	3	1.304954	I:59506,	D:
59670	61323	+	3	1.310772	I:59826,61070,	D:61234,
61339	62365	+	1	1.322103	I:61387,	D:
62838	63255	+	3	1.421448	I:62890,	D:
63444	64478	+	3	1.291527	I:	D:
64531	64611	-	1	1.234989	I:	D:
64818	66646	+	3	1.297629	I:	D:66555,
66773	67028	-	2	1.497291	I:66956,	D:
67282	68284	-	1	1.336551	I:67484,	D:
68462	68752	+	2	1.255666	I:	D:
68853	70502	+	3	1.270935	I:	D:
70777	70879	+	1	1.337880	I:70810,	D:
70898	71029	+	2	1.432813	I:	D:
71185	71688	+	1	1.291643	I:	D:
71845	72789	-	1	1.316725	I:72107,72390,72535,	D:
73121	73317	+	2	1.371132	I:73153,73195,	D:
73374	73454	+	3	1.227669	I:	D:
73507	74541	-	1	1.291168	I:	D:
74850	76193	+	3	1.314547	I:	D:
76229	76387	+	2	1.371150	I:	D:
76540	79212	+	1	1.273785	I:	D:
79233	80041	-	3	1.347541	I:79246,79858,	D:
80098	82592	-	1	1.281033	I:	D:80169,
82673	82741	-	2	1.177083	I:	D:
82844	83464	-	2	1.330386	I:83193,	D:83289,
83676	84953	-	3	1.307260	I:	D:
85229	85939	-	2	1.333555	I:	D:
86075	86905	+	2	1.278796	I:	D:
86955	87083	+	3	1.320262	I:	D:
87133	87447	+	1	1.262218	I:	D:
87527	88248	+	2	1.301749	I:	D:87763,
88252	88570	+	1	1.323697	I:88409,	D:
88671	89787	-	3	1.285903	I:89679,	D:
89797	91045	-	1	1.284063	I:89993,	D:
91283	93031	-	2	1.291048	I:	D:
93606	93844	+	3	1.360192	I:	D:93733,
93932	95107	+	2	1.306322	I:	D:
95119	95558	-	1	1.312636	I:	D:95240,
95698	97344	+	1	1.343254	I:	D:
97418	98791	-	2	1.253909	I:98390,	D:98371,
98922	100373	-	3	1.299788	I:	D:
100587	101395	+	3	1.347338	I:101155,101302,	D:
101773	102736	+	1	1.338041	I:102014,102625,	D:101846,
102939	103229	+	3	1.265588	I:	D:
103336	106683	-	1	1.330414	I:	D:
106717	107583	+	1	1.309123	I:	D:
107587	108754	+	1	1.307862	I:107945,	D:
108886	110063	+	1	1.308182	I:	D:109058,
110233	113214	+	1	1.320608	I:111684,	D:111260,111504,111591,112452,
113293	114005	+	1	1.299072	I:	D:113520,
114009	114327	+	3	1.316898	I:114166,	D:
114356	114442	-	2	1.269729	I:	D:
114507	115611	-	3	1.289096	I:115556,	D:
115765	117135	+	1	1.308574	I:	D:
117303	118843	-	3	1.331952	I:	D:117394,
118954	120037	+	1	1.285939	I:118981,	D:
120117	121133	-	3	1.300851	I:	D:
121275	121832	+	3	1.319386	I:	D:
122591	125788	+	2	1.324943	I:	D:
125975	127214	+	2	1.331134	I:127138,	D:
127310	127738	+	2	1.252435	I:	D:
127905	128939	+	3	1.291654	I:	D:
128992	129072	-	1	1.234989	I:	D:
129195	130027	-	3	1.349527	I:	D:129687,
130113	131093	-	3	1.319665	I:130177,130645,130947,	D:
131203	132035	-	1	1.349527	I:	D:131695,
132077	133565	+	2	1.289517	I:132085,	D:
133581	135653	-	3	1.330738	I:	D:
135676	136381	+	1	1.322765	I:135719,	D:
136508	136708	+	2	1.246455	I:	D:
137047	137388	+	1	1.269526	I:	D:
137426	138596	+	2	1.309810	I:137735,	D:
138650	140563	+	2	1.336352	I:140457,	D:139356,
140673	141923	-	3	1.332295	I:141771,	D:141421,
141939	142973	+	3	1.291654	I:	D:
143026	143106	-	1	1.234989	I:	D:
143116	144447	-	1	1.347418	I:	D:
144485	145328	-	2	1.377903	I:144649,144892,	D:144810,
145550	145823	-	2	1.542179	I:	D:145670,145750,
146470	148214	+	1	1.317619	I:	D:148162,
148381	150360	+	1	1.237165	I:	D:
150691	151020	-	1	1.344298	I:150808,150828,150892,	D:
