# BUSCO version is: 5.7.1 
# The lineage dataset is: rickettsiales_odb10 (Creation date: 2024-01-08, number of genomes: 34, number of BUSCOs: 364)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
406at766	Complete	contig	360377	358461	-	759.2	510	https://v10-1.orthodb.org/?query=406at766	DNA helicase
421at766	Complete	contig	44016	42028	-	795.2	563	https://v10-1.orthodb.org/?query=421at766	DNA ligase
430at766	Complete	contig	594817	596769	+	621.6	440	https://v10-1.orthodb.org/?query=430at766	RNA polymerase sigma-70
431at766	Complete	contig	462972	461599	-	501.8	342	https://v10-1.orthodb.org/?query=431at766	Cysteine--tRNA ligase
452at766	Complete	contig	647780	646455	-	374.4	326	https://v10-1.orthodb.org/?query=452at766	GTPase Der
483at766	Complete	contig	742199	739875	-	642.7	497	https://v10-1.orthodb.org/?query=483at766	Primosomal protein N'
496at766	Complete	contig	205343	207145	+	845.3	503	https://v10-1.orthodb.org/?query=496at766	Aspartate--tRNA(Asp/Asn) ligase
498at766	Complete	contig	211885	213204	+	596.6	358	https://v10-1.orthodb.org/?query=498at766	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
503at766	Complete	contig	68853	70502	+	648.3	447	https://v10-1.orthodb.org/?query=503at766	GroEL-like apical domain superfamily
514at766	Complete	contig	336565	337995	+	448.1	317	https://v10-1.orthodb.org/?query=514at766	UbiB domain
538at766	Complete	contig	409316	407382	-	844.6	529	https://v10-1.orthodb.org/?query=538at766	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
540at766	Complete	contig	162712	161342	-	544.0	372	https://v10-1.orthodb.org/?query=540at766	Dihydrolipoyl dehydrogenase
544at766	Complete	contig	270820	272355	+	736.6	445	https://v10-1.orthodb.org/?query=544at766	Lysine--tRNA ligase
559at766	Duplicated	contig	2518	1241	-	664.0	355	https://v10-1.orthodb.org/?query=559at766	Serine hydroxymethyltransferase
559at766	Duplicated	contig	857797	856520	-	664.0	355	https://v10-1.orthodb.org/?query=559at766	Serine hydroxymethyltransferase
573at766	Complete	contig	828574	829854	+	429.7	320	https://v10-1.orthodb.org/?query=573at766	Folylpolyglutamate synthase
584at766	Complete	contig	371282	372535	+	683.7	364	https://v10-1.orthodb.org/?query=584at766	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
592at766	Complete	contig	478303	479541	+	399.1	321	https://v10-1.orthodb.org/?query=592at766	Cell division protein FtsA
595at766	Complete	contig	615990	614782	-	542.9	339	https://v10-1.orthodb.org/?query=595at766	5-aminolevulinate synthase
605at766	Complete	contig	797510	799846	+	594.2	592	https://v10-1.orthodb.org/?query=605at766	Outer membrane protein assembly factor BamA
613at766	Complete	contig	805487	806830	+	523.9	372	https://v10-1.orthodb.org/?query=613at766	Signal recognition particle protein
620at766	Complete	contig	244294	245466	+	439.6	321	https://v10-1.orthodb.org/?query=620at766	poly(A) polymerase
624at766	Complete	contig	371077	369626	-	783.4	407	https://v10-1.orthodb.org/?query=624at766	ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain
634at766	Complete	contig	790329	788803	-	784.0	429	https://v10-1.orthodb.org/?query=634at766	Acetyl-coenzyme A carboxyltransferase, C-terminal
646at766	Complete	contig	812837	814066	+	693.0	358	https://v10-1.orthodb.org/?query=646at766	Cytochrome b
650at766	Complete	contig	53958	55235	+	513.3	315	https://v10-1.orthodb.org/?query=650at766	Zinc finger, ClpX C4-type
652at766	Complete	contig	64818	66557	+	681.8	482	https://v10-1.orthodb.org/?query=652at766	Single-stranded-DNA-specific exonuclease RecJ
678at766	Complete	contig	31442	33034	+	633.4	434	https://v10-1.orthodb.org/?query=678at766	HlyD family type I secretion periplasmic adaptor subunit
686at766	Complete	contig	174644	175918	+	488.0	352	https://v10-1.orthodb.org/?query=686at766	peptidase M16
697at766	Complete	contig	571212	572774	+	530.4	415	https://v10-1.orthodb.org/?query=697at766	Transcription termination/antitermination protein NusA
710at766	Complete	contig	60589	59153	-	636.5	372	https://v10-1.orthodb.org/?query=710at766	isocitrate dehydrogenase
712at766	Complete	contig	522630	524297	+	646.3	443	https://v10-1.orthodb.org/?query=712at766	Metallo-beta-lactamase
740at766	Complete	contig	152800	154473	+	681.7	459	https://v10-1.orthodb.org/?query=740at766	Arginine--tRNA ligase
757at766	Complete	contig	566065	564683	-	616.6	356	https://v10-1.orthodb.org/?query=757at766	Chromosomal replication initiator protein DnaA
770at766	Complete	contig	533866	532568	-	531.3	343	https://v10-1.orthodb.org/?query=770at766	Serine--tRNA ligase
786at766	Complete	contig	334247	332475	-	682.5	466	https://v10-1.orthodb.org/?query=786at766	RNA-binding domain, S1
788at766	Complete	contig	469848	467731	-	569.1	531	https://v10-1.orthodb.org/?query=788at766	Glycine--tRNA ligase beta subunit
794at766	Complete	contig	363902	365344	+	502.2	340	https://v10-1.orthodb.org/?query=794at766	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
803at766	Duplicated	contig	2809	1109	-	572.3	432	https://v10-1.orthodb.org/?query=803at766	Membrane protein insertase YidC
803at766	Duplicated	contig	331655	329955	-	572.3	432	https://v10-1.orthodb.org/?query=803at766	Membrane protein insertase YidC
805at766	Complete	contig	54304	55452	+	374.0	289	https://v10-1.orthodb.org/?query=805at766	Succinyl-diaminopimelate desuccinylase
812at766	Complete	contig	179755	178538	-	475.5	307	https://v10-1.orthodb.org/?query=812at766	Queuine tRNA-ribosyltransferase
823at766	Complete	contig	312950	311724	-	504.3	310	https://v10-1.orthodb.org/?query=823at766	Methylthiotransferase, N-terminal
843at766	Complete	contig	456371	457792	+	664.8	415	https://v10-1.orthodb.org/?query=843at766	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
857at766	Complete	contig	819135	817978	-	293.1	281	https://v10-1.orthodb.org/?query=857at766	Beta sliding clamp
872at766	Complete	contig	437687	436437	-	453.6	294	https://v10-1.orthodb.org/?query=872at766	Citrate synthase
896at766	Complete	contig	355118	356494	+	483.0	345	https://v10-1.orthodb.org/?query=896at766	Signal transduction response regulator, receiver domain
910at766	Complete	contig	300537	299101	-	626.5	382	https://v10-1.orthodb.org/?query=910at766	Fumarate hydratase class II
931at766	Complete	contig	216426	217694	+	553.3	346	https://v10-1.orthodb.org/?query=931at766	Proline--tRNA ligase
933at766	Complete	contig	362042	363898	+	730.5	509	https://v10-1.orthodb.org/?query=933at766	NADH-plastoquinone oxidoreductase, chain 5
935at766	Complete	contig	235804	237288	+	416.2	281	https://v10-1.orthodb.org/?query=935at766	Peptidase S1C
947at766	Complete	contig	762377	761430	-	402.4	267	https://v10-1.orthodb.org/?query=947at766	Ferrochelatase
968at766	Complete	contig	93031	91283	-	512.6	447	https://v10-1.orthodb.org/?query=968at766	DNA primase
971at766	Complete	contig	190981	189785	-	648.8	375	https://v10-1.orthodb.org/?query=971at766	Cell division protein FtsZ
977at766	Complete	contig	758726	757236	-	668.7	390	https://v10-1.orthodb.org/?query=977at766	ATP-dependent protease ATPase subunit HslU
982at766	Complete	contig	157224	156052	-	728.9	362	https://v10-1.orthodb.org/?query=982at766	NADH-quinone oxidoreductase subunit D
996at766	Complete	contig	183783	184691	+	294.2	223	https://v10-1.orthodb.org/?query=996at766	Porphobilinogen deaminase
997at766	Complete	contig	394001	392754	-	665.3	356	https://v10-1.orthodb.org/?query=997at766	Cysteine desulfurase IscS
1004at766	Complete	contig	360426	361415	+	537.5	280	https://v10-1.orthodb.org/?query=1004at766	ribonucleotide-diphosphate reductase subunit beta
1015at766	Complete	contig	210789	209809	-	439.2	262	https://v10-1.orthodb.org/?query=1015at766	Pyruvate dehydrogenase E1 component subunit alpha
1023at766	Complete	contig	323698	322619	-	514.4	278	https://v10-1.orthodb.org/?query=1023at766	Peptide chain release factor 1
1090at766	Complete	contig	730402	731553	+	484.8	316	https://v10-1.orthodb.org/?query=1090at766	Succinate--CoA ligase 
1132at766	Complete	contig	75447	74311	-	433.1	311	https://v10-1.orthodb.org/?query=1132at766	Pyridoxal phosphate-dependent transferase
1135at766	Complete	contig	233852	234925	+	378.1	253	https://v10-1.orthodb.org/?query=1135at766	Protein HflK
1146at766	Complete	contig	44231	45553	+	490.2	365	https://v10-1.orthodb.org/?query=1146at766	Glutamate--tRNA ligase
1148at766	Complete	contig	470691	469852	-	393.8	238	https://v10-1.orthodb.org/?query=1148at766	Glycine--tRNA ligase alpha subunit
1152at766	Complete	contig	161255	160419	-	296.5	228	https://v10-1.orthodb.org/?query=1152at766	Integrase, SAM-like, N-terminal
1181at766	Duplicated	contig	1447	176	-	552.2	349	https://v10-1.orthodb.org/?query=1181at766	Beta-ketoacyl synthase, C-terminal
1181at766	Duplicated	contig	753532	752261	-	552.2	349	https://v10-1.orthodb.org/?query=1181at766	Beta-ketoacyl synthase, C-terminal
1190at766	Complete	contig	137733	138596	+	486.1	254	https://v10-1.orthodb.org/?query=1190at766	Lipoyl synthase
1210at766	Complete	contig	439856	438870	-	283.4	238	https://v10-1.orthodb.org/?query=1210at766	Integrase, SAM-like, N-terminal
1222at766	Complete	contig	796383	797501	+	345.5	282	https://v10-1.orthodb.org/?query=1222at766	Zinc metalloprotease
1231at766	Complete	contig	47162	48535	+	522.8	368	https://v10-1.orthodb.org/?query=1231at766	Dihydrolipoyl dehydrogenase
1269at766	Complete	contig	809954	808728	-	408.7	323	https://v10-1.orthodb.org/?query=1269at766	Histidine--tRNA ligase
1276at766	Complete	contig	84553	85602	+	304.3	256	https://v10-1.orthodb.org/?query=1276at766	Protein arginine methyltransferase NDUFAF7
1288at766	Complete	contig	685309	684197	-	466.2	295	https://v10-1.orthodb.org/?query=1288at766	tRNA-specific 2-thiouridylase
1297at766	Complete	contig	487591	486443	-	359.0	319	https://v10-1.orthodb.org/?query=1297at766	Ubiquinone biosynthesis hydroxylase UbiH/COQ6
1304at766	Complete	contig	433445	434638	+	589.9	367	https://v10-1.orthodb.org/?query=1304at766	Aminotransferase
1306at766	Complete	contig	231338	232768	+	519.9	355	https://v10-1.orthodb.org/?query=1306at766	Glutamate--tRNA ligase
1310at766	Complete	contig	820641	819748	-	347.5	242	https://v10-1.orthodb.org/?query=1310at766	RNA polymerase sigma-70
1331at766	Complete	contig	401495	399987	-	583.7	422	https://v10-1.orthodb.org/?query=1331at766	Protein translocase subunit SecD
1333at766	Complete	contig	86075	86905	+	313.6	225	https://v10-1.orthodb.org/?query=1333at766	Putative pyruvate, phosphate dikinase regulatory protein
1338at766	Complete	contig	298359	299105	+	236.0	170	https://v10-1.orthodb.org/?query=1338at766	Signal peptidase I
1360at766	Complete	contig	277387	278271	+	319.9	237	https://v10-1.orthodb.org/?query=1360at766	Methionyl-tRNA formyltransferase
1363at766	Complete	contig	115765	117135	+	473.1	363	https://v10-1.orthodb.org/?query=1363at766	Magnesium transporter MgtE
1365at766	Complete	contig	301982	300960	-	426.9	272	https://v10-1.orthodb.org/?query=1365at766	GTPase Obg
1379at766	Complete	contig	635509	636483	+	442.4	275	https://v10-1.orthodb.org/?query=1379at766	Holliday junction ATP-dependent DNA helicase RuvB
1393at766	Complete	contig	82958	83788	+	329.9	205	https://v10-1.orthodb.org/?query=1393at766	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
1409at766	Complete	contig	833435	834502	+	561.1	300	https://v10-1.orthodb.org/?query=1409at766	Protein RecA
1412at766	Complete	contig	20703	22031	+	473.3	353	https://v10-1.orthodb.org/?query=1412at766	Protein translocase subunit SecY
1425at766	Complete	contig	160882	161760	+	377.3	233	https://v10-1.orthodb.org/?query=1425at766	Tetrahydrofolate dehydrogenase/cyclohydrolase
1437at766	Complete	contig	631534	632784	+	508.8	333	https://v10-1.orthodb.org/?query=1437at766	Tyrosine--tRNA ligase
1440at766	Complete	contig	243147	242053	-	492.1	302	https://v10-1.orthodb.org/?query=1440at766	Ribosome-binding ATPase YchF
1446at766	Complete	contig	339342	337249	-	510.1	446	https://v10-1.orthodb.org/?query=1446at766	Cytochrome c-type biogenesis protein
1454at766	Complete	contig	535881	536879	+	472.2	264	https://v10-1.orthodb.org/?query=1454at766	tRNA-dihydrouridine synthase
1476at766	Complete	contig	641447	639981	-	483.4	420	https://v10-1.orthodb.org/?query=1476at766	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
1477at766	Complete	contig	473654	472629	-	559.9	311	https://v10-1.orthodb.org/?query=1477at766	NADH-quinone oxidoreductase subunit H
1483at766	Complete	contig	32444	33235	+	271.0	207	https://v10-1.orthodb.org/?query=1483at766	Prolipoprotein diacylglyceryl transferase
1490at766	Complete	contig	13798	14622	+	417.3	247	https://v10-1.orthodb.org/?query=1490at766	Ribosomal protein L2
1503at766	Complete	contig	188463	187675	-	378.9	213	https://v10-1.orthodb.org/?query=1503at766	Succinate dehydrogenase iron-sulfur subunit
1527at766	Complete	contig	441988	440987	-	278.9	259	https://v10-1.orthodb.org/?query=1527at766	AI-2E family transporter
1528at766	Complete	contig	21136	20198	-	408.9	254	https://v10-1.orthodb.org/?query=1528at766	Pyridine nucleotide-disulphide oxidoreductase, class-II
1530at766	Complete	contig	320963	320034	-	311.3	259	https://v10-1.orthodb.org/?query=1530at766	permease
1541at766	Complete	contig	431854	431138	-	255.9	202	https://v10-1.orthodb.org/?query=1541at766	CBS domain
1547at766	Complete	contig	183912	183142	-	311.8	196	https://v10-1.orthodb.org/?query=1547at766	DNA-binding response regulator
1557at766	Complete	contig	334949	334071	-	267.9	204	https://v10-1.orthodb.org/?query=1557at766	Protein-export membrane protein SecF
1561at766	Complete	contig	218546	220054	+	416.9	346	https://v10-1.orthodb.org/?query=1561at766	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
1564at766	Complete	contig	193793	194653	+	273.4	226	https://v10-1.orthodb.org/?query=1564at766	Elongation factor Ts
1570at766	Complete	contig	192964	193812	+	345.1	212	https://v10-1.orthodb.org/?query=1570at766	Ribosomal protein S2
1578at766	Complete	contig	158767	160050	+	445.4	331	https://v10-1.orthodb.org/?query=1578at766	CNNM, transmembrane domain
1581at766	Complete	contig	558936	557944	-	537.2	284	https://v10-1.orthodb.org/?query=1581at766	Type IV secretion system protein VirB11
1611at766	Complete	contig	182859	181687	-	515.8	305	https://v10-1.orthodb.org/?query=1611at766	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
1619at766	Complete	contig	377404	378732	+	490.3	352	https://v10-1.orthodb.org/?query=1619at766	tRNA modification GTPase MnmE
1621at766	Complete	contig	726775	727599	+	377.4	233	https://v10-1.orthodb.org/?query=1621at766	Coproporphyrinogen oxidase
1637at766	Complete	contig	815662	816399	+	279.9	204	https://v10-1.orthodb.org/?query=1637at766	tRNA pseudouridine synthase A
1655at766	Complete	contig	379036	380052	+	409.1	268	https://v10-1.orthodb.org/?query=1655at766	Ferredoxin--NADP reductase
1658at766	Complete	contig	827180	826494	-	217.0	172	https://v10-1.orthodb.org/?query=1658at766	Thioredoxin-like fold
1673at766	Complete	contig	399205	399990	+	372.5	223	https://v10-1.orthodb.org/?query=1673at766	Enoyl-
1675at766	Complete	contig	824180	822579	-	437.6	323	https://v10-1.orthodb.org/?query=1675at766	DNA polymerase III subunit gamma/tau
1683at766	Complete	contig	35601	36365	+	332.3	210	https://v10-1.orthodb.org/?query=1683at766	cytochrome c oxidase subunit II
1687at766	Complete	contig	723201	722350	-	314.7	230	https://v10-1.orthodb.org/?query=1687at766	ParB/Sulfiredoxin
1689at766	Complete	contig	346546	345512	-	369.9	269	https://v10-1.orthodb.org/?query=1689at766	Aspartate-semialdehyde dehydrogenase
1690at766	Complete	contig	428529	429251	+	321.0	217	https://v10-1.orthodb.org/?query=1690at766	Phosphoribosylaminoimidazole-succinocarboxamide synthase
1696at766	Complete	contig	41126	41989	+	241.7	226	https://v10-1.orthodb.org/?query=1696at766	4-hydroxy-tetrahydrodipicolinate synthase
1701at766	Complete	contig	768942	767578	-	482.8	310	https://v10-1.orthodb.org/?query=1701at766	Acetyltransferase component of pyruvate dehydrogenase complex
1718at766	Complete	contig	834690	835382	+	258.8	182	https://v10-1.orthodb.org/?query=1718at766	phosphatidylserine decarboxylase
1733at766	Complete	contig	283518	284312	+	244.7	174	https://v10-1.orthodb.org/?query=1733at766	NAD kinase
1739at766	Complete	contig	814066	815193	+	340.6	203	https://v10-1.orthodb.org/?query=1739at766	Cytochrome c-like domain
1740at766	Complete	contig	72228	71221	-	407.4	275	https://v10-1.orthodb.org/?query=1740at766	tRNA N6-adenosine threonylcarbamoyltransferase
1755at766	Complete	contig	731557	732432	+	485.4	264	https://v10-1.orthodb.org/?query=1755at766	ATP-citrate lyase/succinyl-CoA ligase
1762at766	Complete	contig	547070	546417	-	274.1	177	https://v10-1.orthodb.org/?query=1762at766	Ribosomal protein L1
1801at766	Complete	contig	259404	258406	-	526.8	289	https://v10-1.orthodb.org/?query=1801at766	Pyruvate dehydrogenase E1 component subunit beta
1817at766	Complete	contig	384091	384792	+	292.4	207	https://v10-1.orthodb.org/?query=1817at766	ABC transporter, conserved site
1841at766	Complete	contig	357570	356848	-	243.3	199	https://v10-1.orthodb.org/?query=1841at766	DNA repair protein RecO
1853at766	Complete	contig	715586	714357	-	474.7	339	https://v10-1.orthodb.org/?query=1853at766	membrane protein
1875at766	Complete	contig	381706	380798	-	393.9	269	https://v10-1.orthodb.org/?query=1875at766	3-oxoacyl-
1882at766	Complete	contig	112456	113214	+	235.7	184	https://v10-1.orthodb.org/?query=1882at766	ABC transporter, conserved site
1891at766	Complete	contig	516890	516249	-	187.7	167	https://v10-1.orthodb.org/?query=1891at766	Intradiol ring-cleavage dioxygenase, core
1893at766	Complete	contig	432434	433375	+	343.2	253	https://v10-1.orthodb.org/?query=1893at766	Uroporphyrinogen decarboxylase
1894at766	Complete	contig	428454	427744	-	290.4	190	https://v10-1.orthodb.org/?query=1894at766	tRNA (guanine-N1-)-methyltransferase, bacteria
1896at766	Complete	contig	746944	746090	-	413.7	237	https://v10-1.orthodb.org/?query=1896at766	Thymidylate synthase ThyX
1899at766	Complete	contig	477635	476823	-	331.5	187	https://v10-1.orthodb.org/?query=1899at766	Uracil-DNA glycosylase-like
1914at766	Complete	contig	283147	282167	-	310.7	233	https://v10-1.orthodb.org/?query=1914at766	Malonyl CoA-acyl carrier protein transacylase
1931at766	Complete	contig	472636	471641	-	409.7	277	https://v10-1.orthodb.org/?query=1931at766	Delta-aminolevulinic acid dehydratase
1932at766	Complete	contig	23530	24597	+	362.2	257	https://v10-1.orthodb.org/?query=1932at766	DNA-directed RNA polymerase subunit alpha
1940at766	Complete	contig	443293	444336	+	394.3	269	https://v10-1.orthodb.org/?query=1940at766	Phenylalanine--tRNA ligase alpha subunit
1945at766	Complete	contig	404809	404165	-	206.6	170	https://v10-1.orthodb.org/?query=1945at766	hydrolase
1983at766	Complete	contig	575520	576377	+	294.4	223	https://v10-1.orthodb.org/?query=1983at766	4-hydroxybenzoate octaprenyltransferase
2000at766	Complete	contig	170451	169567	-	303.6	234	https://v10-1.orthodb.org/?query=2000at766	GTPase Era
2005at766	Complete	contig	420881	421498	+	250.9	175	https://v10-1.orthodb.org/?query=2005at766	Octanoyltransferase
2033at766	Complete	contig	561918	561238	-	199.3	169	https://v10-1.orthodb.org/?query=2033at766	Type IV secretion system protein VirB8
2042at766	Complete	contig	604739	604014	-	223.1	191	https://v10-1.orthodb.org/?query=2042at766	Virulence factor BrkB
2044at766	Complete	contig	479665	480456	+	395.4	223	https://v10-1.orthodb.org/?query=2044at766	Methionine aminopeptidase
2045at766	Duplicated	contig	291452	290712	-	283.3	191	https://v10-1.orthodb.org/?query=2045at766	Transcriptional regulator TACO1-like
2045at766	Duplicated	contig	3682	2942	-	283.3	191	https://v10-1.orthodb.org/?query=2045at766	Transcriptional regulator TACO1-like
2069at766	Complete	contig	481950	482831	+	371.1	240	https://v10-1.orthodb.org/?query=2069at766	Ribosomal RNA small subunit methyltransferase H
2070at766	Complete	contig	206968	207945	+	343.6	249	https://v10-1.orthodb.org/?query=2070at766	Octaprenyl-diphosphate synthase
2073at766	Complete	contig	312044	311424	-	274.1	165	https://v10-1.orthodb.org/?query=2073at766	3'-5' exonuclease
2084at766	Complete	contig	208594	209592	+	371.3	267	https://v10-1.orthodb.org/?query=2084at766	Tryptophan--tRNA ligase
2127at766	Complete	contig	121275	121832	+	245.6	147	https://v10-1.orthodb.org/?query=2127at766	dCTP deaminase
2135at766	Complete	contig	15303	15917	+	273.4	176	https://v10-1.orthodb.org/?query=2135at766	K Homology domain
2163at766	Complete	contig	284675	283914	-	268.9	200	https://v10-1.orthodb.org/?query=2163at766	Sec-independent protein translocase protein TatC
2166at766	Complete	contig	835379	836149	+	274.0	196	https://v10-1.orthodb.org/?query=2166at766	CDP-alcohol phosphatidyltransferase
2182at766	Complete	contig	521336	522454	+	403.7	288	https://v10-1.orthodb.org/?query=2182at766	Chaperone protein DnaJ
2201at766	Complete	contig	702422	701724	-	226.8	180	https://v10-1.orthodb.org/?query=2201at766	Ribonuclease III
2208at766	Complete	contig	365341	366705	+	367.0	325	https://v10-1.orthodb.org/?query=2208at766	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
2216at766	Complete	contig	135767	136381	+	258.0	179	https://v10-1.orthodb.org/?query=2216at766	RNA-binding S4 domain
2263at766	Complete	contig	21722	21123	-	278.3	173	https://v10-1.orthodb.org/?query=2263at766	Peroxiredoxin, AhpC-type
2295at766	Complete	contig	627965	628915	+	450.6	279	https://v10-1.orthodb.org/?query=2295at766	Malate dehydrogenase
2303at766	Complete	contig	31247	30513	-	282.3	193	https://v10-1.orthodb.org/?query=2303at766	Short-chain dehydrogenase/reductase, conserved site
2305at766	Complete	contig	234928	235800	+	340.6	242	https://v10-1.orthodb.org/?query=2305at766	Protein HflC
2340at766	Complete	contig	194664	195407	+	318.0	200	https://v10-1.orthodb.org/?query=2340at766	Uridylate kinase
